Orig Sort,industry_id_new,industry,industry_en,id_field,field_sort_key,field_name_de,field_name_en,sub_topic_sort,sub_topic_name_de,sub_topic_name_en,criteria_name_de,criteria_name_en,criteria_type_de,criteria_type_en,version,exclude_ghg,import_handler_ghg_exclusion,Ind_Cr_Id,,,industry_en,criteria_name_en
302,51,"Hydraulik, Pumpen, Kompressoren",hydraulics,51_2,2,Ressourcen,Resources,6,Wasser,Water,Wassersparen,Water conservation,Maßnahmen/Lösungen,Action/Solution,5,,6,51_6,,,hydraulics,Water conservation
303,51,"Hydraulik, Pumpen, Kompressoren",hydraulics,51_3,3,Wertschöpfungskette,Value Chain,9,Mitarbeitende,Employees,Arbeitsschutz,Occupational safety and health,Maßnahmen/Lösungen,Action/Solution,5,,7,51_7,,,hydraulics,Occupational safety and health
305,52,Maschinenbau,mechanicals,52_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Energieeffizienz,Energy efficiency,Maßnahmen/Lösungen,Action/Solution,5,,1,52_1,,,mechanicals,Energy efficiency
306,52,Maschinenbau,mechanicals,52_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Erneuerbare Energien,Renewable energies,Maßnahmen/Lösungen,Action/Solution,5,,2,52_2,,,mechanicals,Renewable energies
307,52,Maschinenbau,mechanicals,52_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Industrieprozesse,Industrial processes,Maßnahmen/Lösungen,Action/Solution,5,,3,52_3,,,mechanicals,Industrial processes
308,52,Maschinenbau,mechanicals,52_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimaneutraler Betrieb,Climate neutral operation,Maßnahmen/Lösungen,Action/Solution,5,,4,52_4,,,mechanicals,Climate neutral operation
309,52,Maschinenbau,mechanicals,52_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,5,52_5,,,mechanicals,Carbon Footprint
310,52,Maschinenbau,mechanicals,52_2,2,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Kreislauflösungen,Circular solutions,Maßnahmen/Lösungen,Action/Solution,5,,6,52_6,,,mechanicals,Circular solutions
311,52,Maschinenbau,mechanicals,52_3,3,Wertschöpfungskette,Value Chain,9,Mitarbeitende,Employees,Arbeitsschutz,Occupational safety and health,Maßnahmen/Lösungen,Action/Solution,5,,7,52_7,,,mechanicals,Occupational safety and health
313,53,"Heiz-, Lüftungs- und Klimatechnik",ventilation,53_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Erneuerbare Energien,Renewable energies,Maßnahmen/Lösungen,Action/Solution,5,,1,53_1,,,ventilation,Renewable energies
314,53,"Heiz-, Lüftungs- und Klimatechnik",ventilation,53_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Energieeffizienz,Energy efficiency,Maßnahmen/Lösungen,Action/Solution,5,,2,53_2,,,ventilation,Energy efficiency
315,53,"Heiz-, Lüftungs- und Klimatechnik",ventilation,53_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Energiespeicher,Energy storage,Maßnahmen/Lösungen,Action/Solution,5,,3,53_3,,,ventilation,Energy storage
316,53,"Heiz-, Lüftungs- und Klimatechnik",ventilation,53_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimaneutraler Betrieb,Climate neutral operation,Maßnahmen/Lösungen,Action/Solution,5,,4,53_4,,,ventilation,Climate neutral operation
317,53,"Heiz-, Lüftungs- und Klimatechnik",ventilation,53_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,5,53_5,,,ventilation,Carbon Footprint
318,53,"Heiz-, Lüftungs- und Klimatechnik",ventilation,53_2,2,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Materialien,Materials,Maßnahmen/Lösungen,Action/Solution,5,,6,53_6,,,ventilation,Materials
319,53,"Heiz-, Lüftungs- und Klimatechnik",ventilation,53_3,3,Wertschöpfungskette,Value Chain,9,Mitarbeitende,Employees,Weiterbildung,Professional education,Maßnahmen/Lösungen,Action/Solution,5,,7,53_7,,,ventilation,Professional education
321,54,Hebe- und Fördertechnik,conveying,54_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Transport,Transportation,Maßnahmen/Lösungen,Action/Solution,5,,1,54_1,,,conveying,Transportation
322,54,Hebe- und Fördertechnik,conveying,54_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Energieeffizienz,Energy efficiency,Maßnahmen/Lösungen,Action/Solution,5,,2,54_2,,,conveying,Energy efficiency
323,54,Hebe- und Fördertechnik,conveying,54_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Erneuerbare Energien,Renewable energies,Maßnahmen/Lösungen,Action/Solution,5,,3,54_3,,,conveying,Renewable energies
324,54,Hebe- und Fördertechnik,conveying,54_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimaneutraler Betrieb,Climate neutral operation,Maßnahmen/Lösungen,Action/Solution,5,,4,54_4,,,conveying,Climate neutral operation
325,54,Hebe- und Fördertechnik,conveying,54_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,5,54_5,,,conveying,Carbon Footprint
326,54,Hebe- und Fördertechnik,conveying,54_2,2,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Kreislauflösungen,Circular solutions,Maßnahmen/Lösungen,Action/Solution,5,,6,54_6,,,conveying,Circular solutions
327,54,Hebe- und Fördertechnik,conveying,54_3,3,Wertschöpfungskette,Value Chain,9,Mitarbeitende,Employees,Arbeitsschutz,Occupational safety and health,Maßnahmen/Lösungen,Action/Solution,5,,7,54_7,,,conveying,Occupational safety and health
465,55,Investitionsgüter-Großhandel,capital_goods,55_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimafreundliche Produkte,Climate-friendly products,Maßnahmen/Lösungen,Action/Solution,5,,1,55_1,,,capital_goods,Climate-friendly products
466,55,Investitionsgüter-Großhandel,capital_goods,55_1,1,Klima,Climate,3,Klimaschutz,Climate protection,CO2-Transparenz und -Anreize,CO2 transparency and incentives,Maßnahmen/Lösungen,Action/Solution,5,,2,55_2,,,capital_goods,CO2 transparency and incentives
467,55,Investitionsgüter-Großhandel,capital_goods,55_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Transport,Transportation,Maßnahmen/Lösungen,Action/Solution,5,,3,55_3,,,capital_goods,Transportation
468,55,Investitionsgüter-Großhandel,capital_goods,55_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Erneuerbare Energien,Renewable energies,Maßnahmen/Lösungen,Action/Solution,5,,4,55_4,,,capital_goods,Renewable energies
469,55,Investitionsgüter-Großhandel,capital_goods,55_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,5,55_5,,,capital_goods,Carbon Footprint
470,55,Investitionsgüter-Großhandel,capital_goods,55_2,2,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Kreislauflösungen,Circular solutions,Maßnahmen/Lösungen,Action/Solution,5,,6,55_6,,,capital_goods,Circular solutions
471,55,Investitionsgüter-Großhandel,capital_goods,55_3,3,Wertschöpfungskette,Value Chain,10,Lieferkette,Supply chain,Menschenrechte,Human rights,Maßnahmen/Lösungen,Action/Solution,5,,7,55_7,,,capital_goods,Human rights
233,56,Elektrotechnik und Elektronik,electronics,56_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Energieeffizienz,Energy efficiency,Maßnahmen/Lösungen,Action/Solution,5,,1,56_1,,,electronics,Energy efficiency
234,56,Elektrotechnik und Elektronik,electronics,56_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Erneuerbare Energien,Renewable energies,Maßnahmen/Lösungen,Action/Solution,5,,2,56_2,,,electronics,Renewable energies
235,56,Elektrotechnik und Elektronik,electronics,56_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Green IT & Coding,Green IT & coding,Maßnahmen/Lösungen,Action/Solution,5,,3,56_3,,,electronics,Green IT & coding
236,56,Elektrotechnik und Elektronik,electronics,56_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimaneutraler Betrieb,Climate neutral operation,Maßnahmen/Lösungen,Action/Solution,5,,4,56_4,,,electronics,Climate neutral operation
237,56,Elektrotechnik und Elektronik,electronics,56_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,5,56_5,,,electronics,Carbon Footprint
238,56,Elektrotechnik und Elektronik,electronics,56_2,2,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Kreislauflösungen,Circular solutions,Maßnahmen/Lösungen,Action/Solution,5,,6,56_6,,,electronics,Circular solutions
239,56,Elektrotechnik und Elektronik,electronics,56_3,3,Wertschöpfungskette,Value Chain,10,Lieferkette,Supply chain,Menschenrechte,Human rights,Maßnahmen/Lösungen,Action/Solution,5,,7,56_7,,,electronics,Human rights
257,57,Mess- und Regeltechnik,control,57_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Energieeffizienz,Energy efficiency,Maßnahmen/Lösungen,Action/Solution,5,,1,57_1,,,control,Energy efficiency
258,57,Mess- und Regeltechnik,control,57_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Erneuerbare Energien,Renewable energies,Maßnahmen/Lösungen,Action/Solution,5,,2,57_2,,,control,Renewable energies
259,57,Mess- und Regeltechnik,control,57_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Green IT & Coding,Green IT & coding,Maßnahmen/Lösungen,Action/Solution,5,,3,57_3,,,control,Green IT & coding
260,57,Mess- und Regeltechnik,control,57_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimaneutraler Betrieb,Climate neutral operation,Maßnahmen/Lösungen,Action/Solution,5,,4,57_4,,,control,Climate neutral operation
261,57,Mess- und Regeltechnik,control,57_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,5,57_5,,,control,Carbon Footprint
262,57,Mess- und Regeltechnik,control,57_2,2,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Ressourceneffizienz,Resource efficiency,Maßnahmen/Lösungen,Action/Solution,5,,6,57_6,,,control,Resource efficiency
263,57,Mess- und Regeltechnik,control,57_3,3,Wertschöpfungskette,Value Chain,10,Lieferkette,Supply chain,Menschenrechte,Human rights,Maßnahmen/Lösungen,Action/Solution,5,,7,57_7,,,control,Human rights
137,58,Druckereien,printers,58_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Papier und Digital,Paper and digital,Maßnahmen/Lösungen,Action/Solution,5,,1,58_1,,,printers,Paper and digital
138,58,Druckereien,printers,58_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Ressourceneffizienz,Resource efficiency,Maßnahmen/Lösungen,Action/Solution,5,,2,58_2,,,printers,Resource efficiency
139,58,Druckereien,printers,58_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Wiedernutzung und Recycling,Reuse and recycling,Maßnahmen/Lösungen,Action/Solution,5,,3,58_3,,,printers,Reuse and recycling
140,58,Druckereien,printers,58_1,1,Ressourcen,Resources,6,Wasser,Water,Wassersparen,Water conservation,Maßnahmen/Lösungen,Action/Solution,5,,4,58_4,,,printers,Water conservation
141,58,Druckereien,printers,58_2,2,Natur,Nature,7,Schadstoffe,Pollution,Gefährliche Substanzen,Hazardous substances,Maßnahmen/Lösungen,Action/Solution,5,,5,58_5,,,printers,Hazardous substances
142,58,Druckereien,printers,58_3,3,Klima,Climate,3,Klimaschutz,Climate protection,Klimaneutraler Betrieb,Climate neutral operation,Maßnahmen/Lösungen,Action/Solution,5,,6,58_6,,,printers,Climate neutral operation
143,58,Druckereien,printers,58_3,3,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,7,58_7,,,printers,Carbon Footprint
193,59,Bürobedarf und Werbemittel,office_supplies,59_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Circular Design,Circular design,Maßnahmen/Lösungen,Action/Solution,5,,1,59_1,,,office_supplies,Circular design
194,59,Bürobedarf und Werbemittel,office_supplies,59_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Materialien,Materials,Maßnahmen/Lösungen,Action/Solution,5,,2,59_2,,,office_supplies,Materials
195,59,Bürobedarf und Werbemittel,office_supplies,59_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Papier und Digital,Paper and digital,Maßnahmen/Lösungen,Action/Solution,5,,3,59_3,,,office_supplies,Paper and digital
196,59,Bürobedarf und Werbemittel,office_supplies,59_1,1,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Verpackung,Packing,Maßnahmen/Lösungen,Action/Solution,5,,4,59_4,,,office_supplies,Packing
197,59,Bürobedarf und Werbemittel,office_supplies,59_2,2,Klima,Climate,3,Klimaschutz,Climate protection,Klimaneutraler Betrieb,Climate neutral operation,Maßnahmen/Lösungen,Action/Solution,5,,5,59_5,,,office_supplies,Climate neutral operation
198,59,Bürobedarf und Werbemittel,office_supplies,59_2,2,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,6,59_6,,,office_supplies,Carbon Footprint
199,59,Bürobedarf und Werbemittel,office_supplies,59_3,3,Natur,Nature,8,Biodiversität,Biodiversity,Nachhaltige Forstwirtschaft,Sustainable forestry,Maßnahmen/Lösungen,Action/Solution,5,,7,59_7,,,office_supplies,Sustainable forestry
241,60,Informationstechnologie,it,60_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Green IT & Coding,Green IT & coding,Maßnahmen/Lösungen,Action/Solution,5,,1,60_1,,,it,Green IT & coding
242,60,Informationstechnologie,it,60_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Energieeffizienz,Energy efficiency,Maßnahmen/Lösungen,Action/Solution,5,,2,60_2,,,it,Energy efficiency
243,60,Informationstechnologie,it,60_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Erneuerbare Energien,Renewable energies,Maßnahmen/Lösungen,Action/Solution,5,,3,60_3,,,it,Renewable energies
244,60,Informationstechnologie,it,60_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimaneutraler Betrieb,Climate neutral operation,Maßnahmen/Lösungen,Action/Solution,5,,4,60_4,,,it,Climate neutral operation
245,60,Informationstechnologie,it,60_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,5,60_5,,,it,Carbon Footprint
246,60,Informationstechnologie,it,60_2,2,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Kreislauflösungen,Circular solutions,Maßnahmen/Lösungen,Action/Solution,5,,6,60_6,,,it,Circular solutions
247,60,Informationstechnologie,it,60_3,3,Wertschöpfungskette,Value Chain,10,Lieferkette,Supply chain,Menschenrechte,Human rights,Maßnahmen/Lösungen,Action/Solution,5,,7,60_7,,,it,Human rights
577,61,IT-Dienstleistungen,it_services,61_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimalösungen und -Beratung,Climate solutions and consulting,Maßnahmen/Lösungen,Action/Solution,5,,1,61_1,,,it_services,Climate solutions and consulting
578,61,IT-Dienstleistungen,it_services,61_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Green IT & Coding,Green IT & coding,Maßnahmen/Lösungen,Action/Solution,5,,2,61_2,,,it_services,Green IT & coding
579,61,IT-Dienstleistungen,it_services,61_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Mobilität und Reisen,Mobility and travel,Maßnahmen/Lösungen,Action/Solution,5,,3,61_3,,,it_services,Mobility and travel
580,61,IT-Dienstleistungen,it_services,61_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimaneutraler Betrieb,Climate neutral operation,Maßnahmen/Lösungen,Action/Solution,5,,4,61_4,,,it_services,Climate neutral operation
581,61,IT-Dienstleistungen,it_services,61_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,5,61_5,,,it_services,Carbon Footprint
582,61,IT-Dienstleistungen,it_services,61_2,2,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Kreislauflösungen,Circular solutions,Maßnahmen/Lösungen,Action/Solution,5,,6,61_6,,,it_services,Circular solutions
583,61,IT-Dienstleistungen,it_services,61_3,3,Wertschöpfungskette,Value Chain,9,Mitarbeitende,Employees,Chancengerechtigkeit,Equal Opportunity,Maßnahmen/Lösungen,Action/Solution,5,,7,61_7,,,it_services,Equal Opportunity
585,62,Telekommunikation,telecommunication,62_1,1,Gesellschaft,Society,12,Endkunden,End customers,Digitaler Zugang,Digital access,Maßnahmen/Lösungen,Action/Solution,5,,1,62_1,,,telecommunication,Digital access
586,62,Telekommunikation,telecommunication,62_1,1,Gesellschaft,Society,12,Endkunden,End customers,Bildung,Education,Maßnahmen/Lösungen,Action/Solution,5,,2,62_2,,,telecommunication,Education
587,62,Telekommunikation,telecommunication,62_1,1,Gesellschaft,Society,12,Endkunden,End customers,Datenschutz,Data protection,Maßnahmen/Lösungen,Action/Solution,5,,3,62_3,,,telecommunication,Data protection
588,62,Telekommunikation,telecommunication,62_1,1,Gesellschaft,Society,12,Endkunden,End customers,Verbraucherschutz,Consumer protection,Maßnahmen/Lösungen,Action/Solution,5,,4,62_4,,,telecommunication,Consumer protection
589,62,Telekommunikation,telecommunication,62_2,2,Klima,Climate,3,Klimaschutz,Climate protection,Klimaneutraler Betrieb,Climate neutral operation,Maßnahmen/Lösungen,Action/Solution,5,,5,62_5,,,telecommunication,Climate neutral operation
590,62,Telekommunikation,telecommunication,62_2,2,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,6,62_6,,,telecommunication,Carbon Footprint
591,62,Telekommunikation,telecommunication,62_3,3,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Kreislauflösungen,Circular solutions,Maßnahmen/Lösungen,Action/Solution,5,,7,62_7,,,telecommunication,Circular solutions
593,63,Kreditinstitute,credit_institution,63_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Sustainable Finance,Sustainable finance,Maßnahmen/Lösungen,Action/Solution,5,,1,63_1,,,credit_institution,Sustainable finance
594,63,Kreditinstitute,credit_institution,63_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Erneuerbare Energien,Renewable energies,Maßnahmen/Lösungen,Action/Solution,5,,2,63_2,,,credit_institution,Renewable energies
595,63,Kreditinstitute,credit_institution,63_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimaneutraler Betrieb,Climate neutral operation,Maßnahmen/Lösungen,Action/Solution,5,,3,63_3,,,credit_institution,Climate neutral operation
596,63,Kreditinstitute,credit_institution,63_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,4,63_4,,,credit_institution,Carbon Footprint
597,63,Kreditinstitute,credit_institution,63_1,1,Klima,Climate,4,Klimaanpassung,Climate adaptation,Klimarisiken,Climate risks,Maßnahmen/Lösungen,Action/Solution,5,,5,63_5,,,credit_institution,Climate risks
598,63,Kreditinstitute,credit_institution,63_2,2,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Papier und Digital,Paper and digital,Maßnahmen/Lösungen,Action/Solution,5,,6,63_6,,,credit_institution,Paper and digital
599,63,Kreditinstitute,credit_institution,63_3,3,Gesellschaft,Society,11,Gemeinschaften,Communities,(Finanzielle) Beteiligung,(Financial) participation,Maßnahmen/Lösungen,Action/Solution,5,,7,63_7,,,credit_institution,(Financial) participation
601,64,Vermögensverwaltung und Beteiligungsgesell.,asset_management,64_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Sustainable Finance,Sustainable finance,Maßnahmen/Lösungen,Action/Solution,5,,1,64_1,,,asset_management,Sustainable finance
602,64,Vermögensverwaltung und Beteiligungsgesell.,asset_management,64_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Erneuerbare Energien,Renewable energies,Maßnahmen/Lösungen,Action/Solution,5,,2,64_2,,,asset_management,Renewable energies
603,64,Vermögensverwaltung und Beteiligungsgesell.,asset_management,64_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimaneutraler Betrieb,Climate neutral operation,Maßnahmen/Lösungen,Action/Solution,5,,3,64_3,,,asset_management,Climate neutral operation
604,64,Vermögensverwaltung und Beteiligungsgesell.,asset_management,64_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,4,64_4,,,asset_management,Carbon Footprint
605,64,Vermögensverwaltung und Beteiligungsgesell.,asset_management,64_1,1,Klima,Climate,4,Klimaanpassung,Climate adaptation,Klimarisiken,Climate risks,Maßnahmen/Lösungen,Action/Solution,5,,5,64_5,,,asset_management,Climate risks
606,64,Vermögensverwaltung und Beteiligungsgesell.,asset_management,64_2,2,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Kreislauflösungen,Circular solutions,Maßnahmen/Lösungen,Action/Solution,5,,6,64_6,,,asset_management,Circular solutions
607,64,Vermögensverwaltung und Beteiligungsgesell.,asset_management,64_3,3,Gesellschaft,Society,11,Gemeinschaften,Communities,(Finanzielle) Beteiligung,(Financial) participation,Maßnahmen/Lösungen,Action/Solution,5,,7,64_7,,,asset_management,(Financial) participation
609,65,Finanzdienstleister und Börsen,financial_services,65_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Sustainable Finance,Sustainable finance,Maßnahmen/Lösungen,Action/Solution,5,,1,65_1,,,financial_services,Sustainable finance
610,65,Finanzdienstleister und Börsen,financial_services,65_1,1,Klima,Climate,3,Klimaschutz,Climate protection,CO2-Transparenz und -Anreize,CO2 transparency and incentives,Maßnahmen/Lösungen,Action/Solution,5,,2,65_2,,,financial_services,CO2 transparency and incentives
611,65,Finanzdienstleister und Börsen,financial_services,65_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimaneutraler Betrieb,Climate neutral operation,Maßnahmen/Lösungen,Action/Solution,5,,3,65_3,,,financial_services,Climate neutral operation
612,65,Finanzdienstleister und Börsen,financial_services,65_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,4,65_4,,,financial_services,Carbon Footprint
613,65,Finanzdienstleister und Börsen,financial_services,65_1,1,Klima,Climate,4,Klimaanpassung,Climate adaptation,Klimarisiken,Climate risks,Maßnahmen/Lösungen,Action/Solution,5,,5,65_5,,,financial_services,Climate risks
614,65,Finanzdienstleister und Börsen,financial_services,65_2,2,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Papier und Digital,Paper and digital,Maßnahmen/Lösungen,Action/Solution,5,,6,65_6,,,financial_services,Paper and digital
615,65,Finanzdienstleister und Börsen,financial_services,65_3,3,Gesellschaft,Society,12,Endkunden,End customers,Soziale Wirkung,Social impact,Maßnahmen/Lösungen,Action/Solution,5,,7,65_7,,,financial_services,Social impact
617,66,Versicherungen,insurances,66_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Sustainable Finance,Sustainable finance,Maßnahmen/Lösungen,Action/Solution,5,,1,66_1,,,insurances,Sustainable finance
618,66,Versicherungen,insurances,66_1,1,Klima,Climate,3,Klimaschutz,Climate protection,CO2-Transparenz und -Anreize,CO2 transparency and incentives,Maßnahmen/Lösungen,Action/Solution,5,,2,66_2,,,insurances,CO2 transparency and incentives
619,66,Versicherungen,insurances,66_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimaneutraler Betrieb,Climate neutral operation,Maßnahmen/Lösungen,Action/Solution,5,,3,66_3,,,insurances,Climate neutral operation
620,66,Versicherungen,insurances,66_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,4,66_4,,,insurances,Carbon Footprint
621,66,Versicherungen,insurances,66_1,1,Klima,Climate,4,Klimaanpassung,Climate adaptation,Klimarisiken,Climate risks,Maßnahmen/Lösungen,Action/Solution,5,,5,66_5,,,insurances,Climate risks
622,66,Versicherungen,insurances,66_2,2,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Papier und Digital,Paper and digital,Maßnahmen/Lösungen,Action/Solution,5,,6,66_6,,,insurances,Paper and digital
623,66,Versicherungen,insurances,66_3,3,Gesellschaft,Society,12,Endkunden,End customers,Soziale Wirkung,Social impact,Maßnahmen/Lösungen,Action/Solution,5,,7,66_7,,,insurances,Social impact
657,67,Leasing und Vermietung,leasing,67_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimalösungen und -Beratung,Climate solutions and consulting,Maßnahmen/Lösungen,Action/Solution,5,,1,67_1,,,leasing,Climate solutions and consulting
658,67,Leasing und Vermietung,leasing,67_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Energieeffizienz,Energy efficiency,Maßnahmen/Lösungen,Action/Solution,5,,2,67_2,,,leasing,Energy efficiency
659,67,Leasing und Vermietung,leasing,67_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Erneuerbare Energien,Renewable energies,Maßnahmen/Lösungen,Action/Solution,5,,3,67_3,,,leasing,Renewable energies
660,67,Leasing und Vermietung,leasing,67_1,1,Klima,Climate,3,Klimaschutz,Climate protection,Klimabilanz,Carbon Footprint,Indikator Kommentar (Maßnahme),Indicator Commentary (action),5,,4,67_4,,,leasing,Carbon Footprint
661,67,Leasing und Vermietung,leasing,67_1,1,Klima,Climate,4,Klimaanpassung,Climate adaptation,Klimaresilienz,Climate resilience,Maßnahmen/Lösungen,Action/Solution,5,,5,67_5,,,leasing,Climate resilience
662,67,Leasing und Vermietung,leasing,67_2,2,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Kreislauflösungen,Circular solutions,Maßnahmen/Lösungen,Action/Solution,5,,6,67_6,,,leasing,Circular solutions
663,67,Leasing und Vermietung,leasing,67_3,3,Wertschöpfungskette,Value Chain,9,Mitarbeitende,Employees,Arbeitsbedingungen,Working conditions,Maßnahmen/Lösungen,Action/Solution,5,,7,67_7,,,leasing,Working conditions
113,68,Textilien,textiles,68_1,1,Wertschöpfungskette,Value Chain,10,Lieferkette,Supply chain,Menschenrechte,Human rights,Maßnahmen/Lösungen,Action/Solution,5,,1,68_1,,,textiles,Human rights
114,68,Textilien,textiles,68_1,1,Wertschöpfungskette,Value Chain,10,Lieferkette,Supply chain,Kooperation,Cooperation,Maßnahmen/Lösungen,Action/Solution,5,,2,68_2,,,textiles,Cooperation
115,68,Textilien,textiles,68_1,1,Wertschöpfungskette,Value Chain,10,Lieferkette,Supply chain,Soziale Entwicklung,Social development,Maßnahmen/Lösungen,Action/Solution,5,,3,68_3,,,textiles,Social development
116,68,Textilien,textiles,68_1,1,Wertschöpfungskette,Value Chain,9,Mitarbeitende,Employees,Arbeitsschutz,Occupational safety and health,Maßnahmen/Lösungen,Action/Solution,5,,4,68_4,,,textiles,Occupational safety and health
117,68,Textilien,textiles,68_2,2,Ressourcen,Resources,5,Kreislaufwirtschaft,Circular economy,Materialien,Materials,Maßnahmen/Lösungen,Action/Solution,5,,5,68_5,,,textiles,Materials
